rmax1,beta1,rmax2,beta2,rmax3,beta3,rmax4,beta4,opt_growth,ropt1,ageless1,ropt2,ageless2,ropt3,ageless3,ropt4,ageless4
0.05666540068344032,0.29246231583101817,0.16147197105718963,0.29825961933002626,0.13251037630620183,0.23622905947216297,0.10824076853777087,0.29632959432941447,11.345125371541256,0.05535082761562364,False,0.15123357565222878,False,0.12206950939970125,False,0.10285092946346054,False
0.1262047354807759,0.2503544803859085,0.106477131961274,0.14244203895592544,0.14887283819501299,0.2709217250224363,0.18248368332008646,0.10995489024969032,9.5507737520178,0.11048307505860777,False,0.08370779563954922,False,0.13086079424737188,False,0.12711052431452974,False
0.1071482220314255,0.11661553014341482,0.03812233583370068,0.15176613052280036,0.08855459504102743,0.24727817180133752,0.009306665459007062,0.010760907944019803,17.84276456487615,0.09315119674158842,False,0.03722634179882094,False,0.08557920614228218,False,0.005534908542915433,False
0.09838460400263405,0.18405245021741132,0.17585462170681196,0.17351513392728704,0.0880727467576662,0.25487609327437644,0.1643383393522155,0.21417293299270515,10.027392251207592,0.08491551282193761,False,0.14466150366066172,False,0.08052601704025486,False,0.1414433292279254,False
0.07399303556991411,0.09752485999709254,0.18804337592653037,0.24449591299507356,0.08066734155436554,0.018506715270018997,0.10302297220739841,0.09597350603426463,13.41909758549438,0.058156394795553644,False,0.16719204992246817,False,0.030344353374322935,False,0.07806369804169597,False
0.19124535155312178,0.17264724982773463,0.026010548050463576,0.1309257672784979,0.061746773404547685,0.15690151977847208,0.09410496300833678,0.08488020727379456,14.401271990565393,0.16447498389476217,False,0.024950433945676583,False,0.056216635589341105,False,0.07247778382030018,False
0.1510287348354766,0.19383779742503007,0.1796020485463294,0.20718905824503367,0.10803148123060995,0.11350415936337704,0.10311754575783616,0.047734419249001944,10.654857868385346,0.12509224813077816,False,0.14926708664206073,False,0.07999334137768951,False,0.05465454947871236,False
0.16521523820801773,0.28137740056584915,0.0016973306247504054,0.009896911306290614,0.16300774331085557,0.28858618890805693,0.08858074173905323,0.0773881296035235,12.873782960585405,0.15319266302355256,False,0.0015163647219536168,False,0.1516255426084524,False,0.06675582817439979,False
0.18370408781001774,0.09812334289511906,0.16140622074492858,0.25262152054184994,0.18963030146118046,0.100953886528563,0.1731527318102396,0.2850669176731611,7.26290527668131,0.1055508937953484,False,0.12898171892952515,False,0.10997387958776476,False,0.14163885829519846,False
0.1715887013429428,0.09188947502836345,0.0046688660312770944,0.13257730126021797,0.1197625525258919,0.1646748513074867,0.1944587998981492,0.011217900251082451,15.032366900954937,0.12147917167394091,False,0.0046688660312770944,True,0.10179633992509775,False,0.04469137314059773,False
