rmax1,beta1,opt_growth,ropt1,ageless1
0.12653363684040322,0.24146567000182304,21.153150900892683,0.12653363684040322,True
0.044959213190784074,0.24235761688150526,23.689024086889766,0.044959213190784074,True
0.08518828420550531,0.23313048865300662,22.43683719982663,0.08518828420550531,True
0.13762813542685692,0.2668939232520598,20.8093045537213,0.13762813542685692,True
0.18150134796917836,0.0729854934505957,19.744376242569686,0.1560111757652449,False
0.04764560835879473,0.024012590100644274,23.66653047950943,0.040150466001884266,False
0.09828264100955349,0.176754455306016,22.029909712924532,0.09828264100955349,True
0.04375223309371902,0.10256102827398741,23.726637383236476,0.04375223309371902,True
0.024773267636245013,0.2829520229390149,24.318401944728762,0.024773267636245013,True
0.080966032532785,0.14341000922052602,22.568121044910285,0.080966032532785,True
0.07500801135839934,0.021804973192502547,23.045211850410713,0.05367848935912272,False
0.059402677340787004,0.1862493367924656,23.239115655200504,0.059402677340787004,True
0.11077646804030339,0.2119734200434048,21.64196367867454,0.11077646804030339,True
0.18662873770271535,0.20887678420531824,19.29411247990317,0.18662873770271535,True
0.1544589855221208,0.06040358829702973,20.564697100633424,0.13046834226315446,False
0.18735602475242383,0.26310863154339226,19.2716687287373,0.18735602475242383,True
0.17771898202143904,0.2069107149040384,19.5691759308956,0.17771898202143904,True
0.15068551913849898,0.25491414489260233,20.404979795137628,0.15068551913849898,True
0.1662303882158133,0.27411887742250596,19.924153459270727,0.1662303882158133,True
0.12967420087990067,0.11645395958504749,21.05955722284523,0.12778045087990086,False
0.10545996427214636,0.10287705946057259,21.807098960355912,0.10518496427214638,False
0.16546540974010351,0.04905102741168786,20.44660447598037,0.1292057304023635,False
0.15401292034102756,0.25356332566059225,20.302009493550152,0.15401292034102756,True
0.06835607461692858,0.2909814903175541,22.960406115081028,0.06835607461692858,True
0.008547707227770603,0.297296512151093,24.8247767496541,0.008547707227770603,True
0.1645323239545767,0.11242661007379409,20.02539870523054,0.1565215994859843,False
0.1313905200355849,0.08406526276388729,21.055661928703657,0.12311172569394332,False
0.14164257247058806,0.13273333053600544,20.687304679455714,0.14015507247058803,False
0.02125235139369394,0.056927174625804974,24.428248952970783,0.02125235139369394,True
