rmax1,beta1,opt_growth,ropt1,ageless1
0.10756811501309539,0.038034787317607816,21.74155589361128,0.10756811501309539,True
0.16061299384606129,0.08968231710201043,20.097840629972033,0.16061299384606129,True
0.15026229257344173,0.019284111470124696,20.418078904623673,0.15026229257344173,True
0.06413059539105305,0.08303303086488151,23.091922686674607,0.06413059539105305,True
0.1337082916777975,0.24285268773217544,20.930759133840183,0.1337082916777975,True
0.11179464038375546,0.24900270461124063,21.61036249567887,0.11179464038375546,True
0.137197748128544,0.25230877811407154,20.822638223466146,0.137197748128544,True
0.17938824973119402,0.1415632450858681,19.51762633895726,0.17938824973119402,True
0.05745442255530914,0.22961596179640587,23.299781736447525,0.05745442255530914,True
0.11098300479249054,0.11280360104144527,21.635553189344204,0.11098300479249054,True
0.1482711196324935,0.257246991498828,20.47971250262057,0.1482711196324935,True
0.02461385726323924,0.1298496899199409,24.32337486561119,0.02461385726323924,True
0.1805541674316954,0.20466800691030973,19.48162524151847,0.1805541674316954,True
0.018405676580537815,0.18649143812221539,24.517075164378003,0.018405676580537815,True
0.176649036476306,0.08308692626280686,19.602221280560766,0.176649036476306,True
0.1810862940579122,0.06092866709117721,19.465195454404988,0.1810862940579122,True
0.13068687821887762,0.10265955468757623,21.024399635742988,0.13068687821887762,True
0.19147277052185302,0.15579263803768986,19.144654309991235,0.19147277052185302,True
0.04226604404137298,0.04886223177629868,23.7729551111511,0.04226604404137298,True
0.1568147481988256,0.12532573852270906,20.21532405440996,0.1568147481988256,True
0.13278302707890582,0.07968042880675483,20.959433045525923,0.13278302707890582,True
0.054924695495964654,0.167267290433985,23.378564111383454,0.054924695495964654,True
0.019448901059894098,0.24934022568205044,24.48452141742833,0.019448901059894098,True
0.16345051193640237,0.025617857455404288,20.010096259459793,0.16345051193640237,True
0.1938319517417026,0.006199402708916761,19.07188669565274,0.1938319517417026,True
0.1069978464290846,0.008228299189754946,21.759260127019147,0.1069978464290846,True
0.09615332247198644,0.21454267760494242,22.09605863699505,0.09615332247198644,True
0.13537264444733552,0.27294047022013385,20.87918571357497,0.13537264444733552,True
0.1156595901136679,0.04549058963758874,21.490425106230497,0.1156595901136679,True
0.17982138844601744,0.17306466295472983,19.504251512287418,0.17982138844601744,True
0.03919148817518457,0.07673916437005752,23.868786835149734,0.03919148817518457,True
0.19641191199463182,0.04586577088459525,18.992326521367083,0.19641191199463182,True
0.16089701676902482,0.0038286336791016006,20.08905692652575,0.16089701676902482,True
0.03623944370537926,0.019538816988131993,23.960814898135933,0.03623944370537926,True
0.18615020453384035,0.15007599025391388,19.308880560603654,0.18615020453384035,True
0.1187562069899887,0.12003163257274145,21.394353354121794,0.1187562069899887,True
0.00716390150559886,0.22190025345626274,24.867982220271518,0.00716390150559886,True
0.10326464486500979,0.12748253775833143,21.87517539333393,0.10326464486500979,True
0.19957201659479804,0.24761753383191668,18.89490077049763,0.19957201659479804,True
0.014789207696767082,0.035903978660377,24.629940125608933,0.014789207696767082,True
0.12270802117475713,0.2450847175693607,21.271778956355398,0.12270802117475713,True
0.032405586969465695,0.22956537866736323,24.080354516256186,0.032405586969465695,True
0.1706419230635068,0.005354575102586521,19.787805479009155,0.1706419230635068,True
0.033485857449690994,0.183515611580123,24.046669232511853,0.033485857449690994,True
0.051417050612296566,0.23336983577519588,23.487820005578865,0.051417050612296566,True
0.016819525430052797,0.2869185809755069,24.566574198604023,0.016819525430052797,True
0.02218289429391461,0.14683965040869687,24.399215558135584,0.02218289429391461,True
0.056083835183285496,0.04313081931528059,23.34246404327122,0.056083835183285496,True
0.042466535603626746,0.2915737209568553,23.76670648586218,0.042466535603626746,True
0.1960043685482745,0.05499972600099347,19.00489304085062,0.1960043685482745,True
0.1938282705569501,0.040973402887925135,19.072000228019824,0.1938282705569501,True
0.13271083991155488,0.16922038271388765,20.961670202879553,0.13271083991155488,True
0.11449491695070489,0.09455151149914418,21.526564030936296,0.11449491695070489,True
0.05880405989317584,0.13346177642173615,23.257755095060077,0.05880405989317584,True
0.10427773359110348,0.08845129920096263,21.84371635585864,0.10427773359110348,True
0.09851989526998457,0.21914482803089158,22.022539785717175,0.09851989526998457,True
0.06409064210374125,0.02467370600516612,23.09316637319137,0.06409064210374125,True
0.16711625313377573,0.18732063256933468,19.896770016625357,0.16711625313377573,True
0.13945081084298627,0.05635183584305798,20.752841557125283,0.13945081084298627,True
0.1391248217959982,0.13203840234285177,20.76293952202531,0.1391248217959982,True
0.11351366148091367,0.06975471392859613,21.557013853210123,0.11351366148091367,True
0.15218184772094176,0.23237227436509775,20.35867093011305,0.15218184772094176,True
