rmax1,beta1,rmax2,beta2,opt_growth,ropt1,ageless1,ropt2,ageless2
0.004470530791634203,0.15460920801240557,0.0937385201990764,0.16753016795254796,22.033331200906115,0.004470530791634203,True,0.0929885201990765,False
0.0010698537565414867,0.00825872581214132,0.15733912203762426,0.11331917323884182,20.365177389548577,0.0010698537565414867,True,0.14111994191886612,False
0.006877960156563164,0.26491603281651893,0.027844598319587924,0.136498360848894,24.00810845580938,0.006877960156563164,True,0.027844598319587924,True
0.007656170303356796,0.24222291267345786,0.07790350924752695,0.10125481681641361,22.44513049638955,0.007656170303356796,True,0.07437976215410225,False
0.012479988949845677,0.05473467543739554,0.020187016989748164,0.21994030062535677,24.07220270340941,0.012479988949845677,True,0.020187016989748164,True
0.08718328470940484,0.2479496507022283,0.0037113477081910113,0.16763347880375473,22.259462324271038,0.08718328470940484,True,0.0037113477081910113,True
9.963980977305673e-05,0.15902029543170138,0.14731484659403998,0.2704242837720183,20.970394825079758,-3.6019022694327735e-07,False,0.14721484659404,False
0.14050348921054848,0.07285559970348213,0.02631062363924493,0.0985196557422318,20.27534066730501,0.11550134090824514,False,0.02631062363924493,True
0.13178136563794926,0.014846304476397764,0.07699751986193022,0.0083222609222171,21.549829082984218,0.05463505196973621,False,0.026127703218076007,False
0.03455551161173864,0.20025219233803562,0.048993744028113184,0.03658115204674786,22.592519030381258,0.03455551161173864,True,0.0399917029670638,False
0.18386444461470933,0.02723842429724381,0.04594028142791459,0.06032070883313893,19.878499309146658,0.09581694019978551,False,0.040220608130135234,False
0.15467539920363657,0.25037312234331804,0.025055345847272276,0.08415232989440381,19.517764440034732,0.15216289920363651,False,0.025055345847272276,True
0.01855488139752579,0.034254685877027465,0.16142388515408398,0.09452038974223212,19.820659666493526,0.017406805514195295,False,0.1385139554180216,False
0.0888921208944665,0.030097697702076882,0.10495101419757297,0.18091454702848556,19.635179772693043,0.05798784804317123,False,0.10217740204557046,False
0.12978198287705184,0.2827608252193164,0.18528421375620885,0.25259292475717277,15.413393730945993,0.1282472373815526,False,0.1788438676121499,False
0.14621063450324162,0.09330270570818743,0.039341568350416724,0.2716369602708756,19.590396568633466,0.12663416339437644,False,0.039341568350416724,True
0.07454488228846119,0.009900768354519744,0.02214276841829105,0.2561789537027782,23.061391375527787,0.031018481559574283,False,0.02214276841829105,True
