rmax1,beta1,rmax2,beta2,rmax3,beta3,opt_growth,ropt1,ageless1,ropt2,ageless2,ropt3,ageless3
0.0006811686372770183,0.061495512139144635,0.0017055730236466375,0.061495512139144635,0.005467248614284374,0.061495512139144635,24.846435757078023,0.0006811686372770183,True,0.0017055730236466375,True,0.005467248614284374,True
0.0010880091565655368,0.2105766824506586,0.00760892020623742,0.2105766824506586,0.0029981761370141565,0.2105766824506586,24.726519021770013,0.0010880091565655368,True,0.00760892020623742,True,0.0029981761370141565,True
0.0018521718668410424,0.2799931370746431,0.0042592150885591915,0.2799931370746431,0.00047865866130400843,0.2799931370746431,24.885900130578282,0.0018521718668410424,True,0.0042592150885591915,True,0.00047865866130400843,True
0.004509355998378079,0.11233881596925724,0.013788090733902756,0.11233881596925724,0.0071399502199772265,0.11233881596925724,24.29768439534532,0.004509355998378079,True,0.013788090733902756,True,0.0071399502199772265,True
0.009858875771604695,0.1384962742359618,0.001978184421868904,0.1384962742359618,0.005443363712308834,0.1384962742359618,24.552190526089014,0.009858875771604695,True,0.001978184421868904,True,0.005443363712308834,True
0.005913369439555698,0.00555000274961973,0.0025462972840332395,0.00555000274961973,0.0009840338882229317,0.00555000274961973,25.04198978173853,0.0055158385753581686,False,0.002546297284033239,False,0.0009840338882229317,True
0.00812630245974371,0.14448389600888356,0.01445971946122476,0.14448389600888356,0.0043109859491581685,0.14448389600888356,24.25215425872742,0.00812630245974371,True,0.01445971946122476,True,0.0043109859491581685,True
0.00772272794032404,0.07957773573169381,0.000845775237361911,0.07957773573169381,0.027090753918759713,0.07957773573169381,23.978903546943577,0.00772272794032404,True,0.000845775237361911,True,0.027090753918759713,True
0.018953022571835093,0.1891563022756051,0.0008401829057313732,0.1891563022756051,0.004928658259382374,0.1891563022756051,24.320005521752044,0.018953022571835093,True,0.0008401829057313732,True,0.004928658259382374,True
0.03191405526440289,0.013556589938875084,0.003229519143258027,0.013556589938875084,0.06662462675519541,0.013556589938875084,23.011405550049776,0.017144117400612717,False,0.003229519143258027,True,0.030137723589555594,False
0.005565357196110902,0.021172006616689953,0.03474136559459942,0.021172006616689953,0.013461672395448319,0.021172006616689953,23.643899085044744,0.0055653571961109,False,0.023201982253621634,False,0.010899279878331322,False
0.07741282214853677,0.008936684838385217,0.005878239572646487,0.008936684838385217,0.08041032215982688,0.008936684838385217,22.5847814702565,0.025853678322450148,False,0.004302803309401662,False,0.026614689365424576,False
0.02883719530912909,0.1309396291609337,0.006356548910026626,0.1309396291609337,0.0005923943056495603,0.1309396291609337,23.975564189653163,0.02883719530912909,True,0.006356548910026625,False,0.0005923943056495603,True
0.008592411373747827,0.23266704864373725,0.03455331689092598,0.23266704864373725,0.0029323577287828466,0.23266704864373725,23.654158711109318,0.008592411373747827,True,0.03455331689092598,True,0.0029323577287828466,True
0.11135528926652952,0.016218133786984116,0.025438359763950386,0.016218133786984116,0.052736810082349685,0.016218133786984116,21.434542374476816,0.046446934018908884,False,0.014776823966191396,False,0.0256769322225351,False
0.0261747009470937,0.28603176053802565,0.00857492375224829,0.28603176053802565,0.0024998648366948268,0.28603176053802565,23.93151242696883,0.0261747009470937,True,0.00857492375224829,True,0.0024998648366948263,False
0.011773728721169881,0.0755069658689937,0.019928677385038573,0.0755069658689937,0.008634805031037043,0.0755069658689937,23.83395055856347,0.011773728721169878,False,0.019928677385038573,True,0.008634805031037043,True
0.04981935551033945,0.018025092343442174,0.019790559440144566,0.018025092343442174,0.023198485985412416,0.018025092343442174,22.826136617115957,0.027805555928939275,False,0.013704843922783996,False,0.015422756257485716,False
0.07888347866949204,0.02233239442095635,0.031785344857270866,0.02233239442095635,0.0038550913096909193,0.02233239442095635,22.435458393648517,0.043728264737541656,False,0.021128384656486386,False,0.0038550913096909185,False
0.07201073647841477,0.19009006392493966,0.0981083738913186,0.19009006392493966,0.009129599890357156,0.19009006392493966,19.549390340412895,0.07084508700226508,False,0.0947139009002964,False,0.009129599890357156,True
0.031172837485210096,0.015482594971345963,0.03290971479163685,0.015482594971345963,0.07609166887085642,0.015482594971345963,22.161800305407468,0.017393818735619272,False,0.018118991851418662,False,0.03469412092103108,False
0.08128020898758334,0.04415031943463557,0.030340916229793256,0.04415031943463557,0.04600567164894556,0.04415031943463557,20.764709735038156,0.05817282664560994,False,0.025332965592595437,False,0.03580974576546496,False
0.016643482712787396,0.10567111335450743,0.03339752103365315,0.10567111335450743,0.0039020640496874423,0.10567111335450743,23.40967825375159,0.016643482712787393,False,0.03339752103365315,True,0.0039020640496874423,True
0.0042124276134713435,0.23589571250234556,0.04599273109100198,0.23589571250234556,0.02223620220588196,0.23589571250234556,22.841920733522745,0.004212427613471342,False,0.045992731091001965,False,0.02223620220588196,True
0.028362116192066893,0.1278570865458694,0.02247270619877914,0.1278570865458694,0.0024628039797866025,0.1278570865458694,23.429983664510974,0.028362116192066893,True,0.022472706198779134,False,0.0024628039797866025,True
0.022166428104436958,0.045305492345745026,0.05979394745714654,0.045305492345745026,0.015741851492915904,0.045305492345745026,22.25101623318651,0.02037764698396036,False,0.046764858910795196,False,0.015484368879306057,False
0.06269880997379744,0.07818298085274027,0.058338482661263694,0.07818298085274027,0.004781466216475817,0.07818298085274027,21.317224019114136,0.05553367430976355,False,0.05208295001472047,False,0.004781466216475816,False
0.08142437620257008,0.07863132173424911,0.0387693946805464,0.07863132173424911,0.002194829291365447,0.07863132173424911,21.440428203120938,0.07028193583262438,False,0.036387787557561196,False,0.002194829291365447,True
0.002652590607121892,0.14088203283160053,0.08033745352771396,0.14088203283160053,0.0271008783425151,0.14088203283160053,21.691707368497166,0.0026525906071218916,False,0.07655448179352184,False,0.0271008783425151,True
